content,qtd_friends,qtd_reviews,qtd_photos,rating,user_has_photo,fake_review
"Estive com amigos recentemente na casa e agora pra provar o mais novo carro chefe: o rodízio de petiscos. Chegamos já meio tarde da noite mas fomos super bem atendidos. Logo que sentamos a gerente já nos atendeu e os pratos já começaram a passar. Era um mais gostoso que o outro, acho que não teve um prato que não agradou.

Vale a pena ressaltar que os camarões eram enormes, pois estava na semana do camarão graúdo, então estava uma delicia!

Não ficamos sem comida no prato a noite toda, muito pelo contrário eles nos perguntavam se queríamos algo especial e traziam direto na mesa! Destaque para o peixe a romana com molho de queijo, camarão gratinado e para o camarão a milanesa! A sopa de frutos do mar não é das mais lindas, mas prove pois é bem gostosa e vem bem quentinha!

Certamente voltarei muitas vezes pois é uma delicia e cabe no bolso!",904,458,1336,4,True,True
"Divino! Já conhecia os outros restaurantes da empresa Albatroz, mas fui pela primeira vez no Trapiche na semana passada. Aproveitando as férias da minha esposa, fomos fazer um happy hour no sábado, e que show! Petiscos quentinhos e deliciosos, música ao vivo e uma bera pra lá de trincando. O dono estava por lá e foi super simpático, nos fez sentir em casa! Recomendo para qualquer um que queira um lugar com comida de qualidade, preço acessível e atendimento 10! Voltaremos em breve!",0,2,0,5,True,True
"Porção de batata rústica mto boa, sandubas ótimos e a variedade de cervejas, que é o maior atrativo! Ambiente também é bem legal!",8,5,0,5,True,True
Um ótimo lugar pra tomar chops e cervejas especiais sentindo-se em casa. Não deixe de provar o sanduba de hambúrguer de costela ou o pão com bolinho caprichadíssimo! Aproveite pra trocar altas idéias e pedir sugestões com os proprietários.,10,3,1,5,True,True
"Ambiente muito bonito, cafés maravilhosos, comida super boa e o garçom é sensacional!!! Amei!!",12,1,1,5,True,True
Eu sou suspeito de recomendar e elogiar o pote chopp..um bom restaurante uma boa pizzaria e choperia...pois tive á honra de fazer parte deste quadro de trabalho por vários anos..onde criei minha familia e fiz vários bons boms amigos que permanecem até hoje...á casa hoje com o Luciano na Direção..esta sempre em dia com os pratos favoritos do pessoal...DEVO MUITO AO POTE CHOPP....OBRIGADO FAMILIA AMATUZZI....Abraços Pedrinho EX Garçon..com muito orgulho...HOJE APOSENTADO SÓ PESCANDO.,0,1,0,5,False,True
Almoço com família. Pedi filé mignon com linguine 4 queijos. Espetacular! Atendimento também excelente.,1,5,1,5,False,True
Eu e minha noiva come.oramos nosso 3 aniversário juntos e foi uma experiência incrível.  O único defeito do restaurante  e o banheiro que é minúsculo.  Mas não me deixa com vontade de dar menos d cinco stars,1,5,0,5,True,True
"Lugar aconchegante, comida japonesa da melhor qualidade e atendimento excelente! 
Gostei muito",13,1,0,5,False,True
"Cumpre com excelência o que se propõe a fazer, boa bebida, ótima música, atendimento de primeira qualidade. Além claro, dos charutos e cigarros disponíveis na casa. 
Quanto aos aprimoramentos, verificaria o sistema de exaustão do ambiente, apesar de não ser algo que faça o estabelecimento perder pontos, acredito que ficaria ainda melhor do que já é! O lugar é TOP!",7,2,0,5,True,True
"Fui almoçar as 15:40 e o restaurante fechava as 16hrs. 
Estava com nenhuma expectativa e por fim fui surpreendida. Atendimento excelente e a comida estava incrível.",21,1,9,5,True,True
"Um café que também vendo bolachas por quilo! 
Não sou tão apaixonada por café (gastrite), mas por bolachas sim! E há varias opções no local!

O cardápio também é bastante variado, com opções pra ninguém sentir falta de nada.

Em horário de pico o atendimento pode demorar um pouco, porém nunca fui mal atendida, os donos do local inclusive são muito queridos e atenciosos!",29,21,0,4,True,True
"Seja apenas para comprar bolachas deliciosas, seja para sentar para tomar um café e fazer um lanche, o lugar é muito agradável, o preço acessível e a qualidade das comidinhas e dos cafés surpreende. Recomendo o quentão no inverno ou o café com Baileys, excelente!!",5,8,13,5,True,True
"Que experiência legal!!!! Totalmente diferente do convencional. Comida molecular = surpresa e sabor. Custa 130 reais por pessoa e só tem o menu degustação que são uns 8 pratos salgados e 4 doces. Na verdade não são pratos, são experiências. Incrível. Você sai de lá sem fome alguma, é muita comida. E no final ainda tem uma pipoca com nitrogênio líquido muito divertida, você come e sai muita fumaça pela boca e nariz.Nota 1000!!!",9,1,15,5,True,True
"Sensacional, voltaria de novo com certeza!",0,2,0,5,True,True
"Uma pizzaria pra levar a familia e impressionar, tem excelentes sabores, ótima textura e atendimento.Não tenho o que criticar, me apaixonei.",0,12,1,5,False,True
Amelho pizza da cidade na veja 4 vez pizza Gamberi camaRáo  bri com aspargos frescos  carcciofi zucchine melanzane,13,1,11,5,True,True
"A melhor pizzaria de Curitiba, com certeza! Além disso, tem uma entrada maravilhosa: experimente a BERINGELA PARMIGGIANA. Sensacional.",0,1,0,5,False,True
"Custo beneficio muito bom, buffet alimentos frescos, peixes, carnes servido ao gosto com atendimento cordial. Recomendo.",0,1,0,4,False,True
"Um dos melhores restaurantes nos quais eu já fui na minha vida, a comida é ótima, o ambiente super agradável, ambientizado com cultura italiana (camisas de grandes clubes de futebol da italia na parede, em outra fotos da Ferrari e do Felipe Massa) e com um ótimo atendimento. Deixo a dica para o Talharim ao molho Alfredo e para a Lasanha de queijo e presunto, dois ótimos pratos que a casa oferece.",0,1,0,5,True,True
Os melhores café e um serviço excelente. Ambiente  com linda decoração rústica. Livros e exposição de fotos mostram um lugar voltado à cultura e sua divulgação.,12,4,0,5,True,True
"Uma experiência única, como muitos já disseram. Não vá esperando uma culinária japonesa com seus sushis e yakissobas. Lá é um local para quem quer se aventurar por uma parte diferente da cultura japonesa. O único contra: um dos atendentes era muito grosso e chato",16,9,1,3,True,True
"Queria ir neste Izakaya há tempos e quando finalmente fui, todas minhas expectativas foram alcançadas. O ambiente é pequeno, mas aconchegante, a equipe é bem preparada, carismática e as comidas e bebidas, nem se fala.
Como foi uma passagem rápida pedi somente um Takoyaki e um Shimeji Bacon, e ambos estavam maravilhosos. De bebida, tomei um chá verde, cujo não lembro o nome agora, igualmente delicioso.
Só o preço que é um pouco salgado, mas pela experiência é vale e muito a pena, espero voltar em breve",0,1,0,5,True,True
"Bar tipicamente japonês, comidas ótimas!  Um pouco caro, mas vale a pena. Boas cervejas, drinks e chopp.",6,15,8,5,True,True
"Excelente! Como
Voltar ao Japão! Boteco típico japonês, beber uma boa cerveja (nama biru) com petiscos típicos japoneses. Apesar do preço, os temperos são típicos, como estar no Japão",15,3,17,5,True,True
"A experiência inicia na entrada, qdo o segurança da uma espiada pra ver se a casa está cheia. Depois que entra, vc é saudado com um Bem vindo em japonês, e senta no balcão para tomar um Drink e saborear um petisco, tudo receita japonesa original! Todos te tratam mto bem, em especial o Sr. Dos espetinhos, uma simpatia. Lugar único e autêntico! Super recomendo a experiência :) surpreende.",31,18,9,5,True,True
"Um pedacinho do Japão no centro de Curitiba.  
A experiência é única. O cardápio fica acima do balcão, com nomes em japonês e o ingrediente principal em português. A proposta é servir comidas rápidas (de boteco). 

Se você não está familiarizado com os nomes, a dica é ver o que as outras pessoas ao seu lado estão comendo. O que agradar aos olhos, arrisque e peça! Os atendentes também estão super dispostos a te fazer entender um pouquinho da cultura japonesa e explicar os ingredientes de cada pedido.

Há opções de espetinhos (camarão, lula, polvo, shitake, frango, lingua de boi...), pequenas porções (takoyaki, gyoza, ebi, kimchi) e drinks (não deixe de pedir o de jabuticaba, maravilhoso!)

As doses de sake saem a partir de R$ 9,00, cerveja japonesa (Kirin Ichiban) por R$ 7,00 e whiskis japoneses que variam de R$20,00 a R$150,00. 

Dica: chegue cedo, o local é pequeno (capacidade para 20 pessoas) e não aceita reservas.",55,3,9,5,True,True
"Odiei , buffet ruim , pouca variedade de comida , pizzas com todos os sabores iguais não recomendo !",0,1,0,1,False,True
"Sempre que posso vou ao Tartaruga, lugar muito bom e clássico. Comida excelente e cerveja a um preço justo.",19,6,2,5,True,True
"Muito bacana o lugar, finais de semana enche, bem próximo ao largo... o publico é bem descontraído e sem preconceito.",0,6,0,5,False,True
"O chivito, um sanduíche uruguaio, é uma delíciaaaa! A porção é generosa e o atendimento é muito bom! Não me lembro o dia da semana, mas teve uma vez que fui e estava bem vazio, mas depois de uma hora o lugar começou a ficar cheio e algumas mesas foram afastadas e o pessoal (que estava frequentando o bar mesmo) começou a dançar umas músicas latinas, com direito a passinhos ensaiados e piruetas, muito legal de assistir.",68,11,1,5,True,True
"Conheci o peixinho por indicação de um amigo. O restaurante é simples e bem em conta, o atendimento foi muito bom e a comida excelente. A única coisa que me incomoda é que na saída sempre tem pessoas pedindo dinheiro e comida, acaba tirando um pouco e tranquilidade, mas acho que é localização não chega a influenciar tanto.",2,9,0,4,True,True
"Eu não sou muito fã de frutos de mar, mas o peixe desse lugar é simplesmente divino. Amo o peixinho quatro queijos! Fica a dica.",11,5,2,5,True,True
"Melhor falafel da cidade e um excelente happy hour, com double de chopp brown ou pilsen. Excelentes músicas escolhidas a dedo e ""em tempo real"" no Spotify da dupla que dirige o lugar.",26,2,0,5,True,True
"Descobri este lugar junto da minha esposa e adoramos tanto que já voltamos algumas vezes!
O atendimento é bom, o ambiente bacana, sempre conseguimos sentar tranquilamente, tem promos de chope e a comida servida e uma delícia!

A coxinha de farofa com limão e pimenta é uma delicia, assim como o sanduíche de falafel! Impossível não comer um de cada!

Ótima opção para ir com os amigos no final da tarde! Da para tomar um chope tranquilo e ainda já ""jantar"" sem gastar muito!",100,50,153,5,True,True
"Lugar aconchegante, com chopp bom (fazem double todos os dias até as 20hrs) e um preço justo. Eles tem uma coxinha incrível com massa de pastel e recheio de farofa que é bem diferente e super combina com o chopp Brown Ale que eles vendem.
O atendimento é ótimo também. :)",12,4,2,5,True,True
"Apesar de chamarem o Restaurante de baixa Gastronomia, não consigo enxergá-lo assim. Minha família conhece o restaurante e a família que o dirige desde a época que eles estavam em Rio Branco do Sul. E, diz meu pai, que a comido só melhora. Sempre que vamos pedimos bife a Parmigiana e lasanha da Nonna, montada pela matriarca da família, super suculenta com molho bolonhesa e branco juntos...hmmm e o preço? Justíssimo! Atendimento? Super simpático e familiar. Pra acompanhar a comida, limonada suissa.  Dica: vá sem carro, curta o centro. Se não der, tem um estacionamento quase do lado.",31,18,9,5,True,True
Cachorro quente mais sem graça da cidade.,0,12,1,1,False,True
Os pratos combinados de nhoque ou lasanha com suco e sobremesa são uma ótima e completa refeição.,18,2,1,4,True,True
"Café com localização estratégica (em frente à Reitoria da UFPR) porém sem nada no cardápio que tenha despertado minha paixão.

Salgados e doces pra um café da tarde despretensioso.",29,21,0,3,True,True
"Estava buscando um local para comemorar o aniversário de minha mãe e acabei escolhendo o Albatroz por ser um local bem conceituado e conhecido na cidade. Posso dizer que fui com expectativa relativamente alta, por já ter ouvido falar tanto do local.
No momento em que eu e minha família adentramos no ambiente já tive o primeiro choque de realidade e quebra de expectativas, o ambiente não poderia estar mais abandonado, teto sujo, ventiladores antigos enferrujados, pode-se dizer que o ambiente em nada condizia com o valor cobrado por pessoa, que é de R$ 69,90.
A entrada, um caldo de frutos do mar, era agradável, bem preparado e bem temperado. Porém, para um rodízio de frutos do mar, acredito que faltaram algumas opções e também melhor preparo dos pratos, por exemplo, o salmão servido estava totalmente seco e duro, o ceviche era extremamente ácido e sem sabor do peixe em si, ostras mal preparadas.
Ao tentarmos nos servir uma segunda vez no buffet, simplesmente olhamos as opções ali disponíveis, devolvemos o prato vazio à pilha e voltamos para a mesa.
Sinceramente esperávamos mais do tão conhecido e tradicional restaurante, o qual afinal das contas deixou somente o gosto amargo da decepção.",29,1,0,1,True,True
"Cara, toda vez que voltamos é uma nova surpresa. Sempre somos muito bem recepcionados. Adoramos a velocidade e a diversidade do rodízio, brinco sempre com a Madalena que não comemos uma semana para poder ir lá e comer até não poder mais (rs). Qualidade alta e preço justo. Recomendo tanto para casais quanto para famílias. Dica esperta: homens, levem suas sogras/sogros e virem os melhores cunhados so mundo.",0,2,0,5,True,True
"GARÇONS LADRÕES!

CUIDADO COM OS GARÇONS DO RESTAURANTE!!! Sou cliente há anos da churrascaria, mas com tamanho descaso jamais voltarei a esse recinto. Fica aqui o meu alerta:

Fomos, eu e minha família, ao recanto para saborear um almoço no sábado, dia 24/10/2015. Chegamos, nos acomodamos e nos servimos. Durante o atendimento, os garçons passaram duas ou três vezes para mexer e trocar aquelas capas das cadeiras. Até aí, tudo bem. Na hora de irmos embora quando minha sogra sentiu falta da sua bolsa. A BOLSA, SIMPLESMENTE, DESAPARECEU DE NOSSA MESA!!! Procuramos em todas as cadeiras e nada encontramos. Chamamos o gerente e ele nos tranquilizou dizendo que estava tudo bem, que existiam câmeras de segurança e o ambiente era monitorado.

Pois bem, minha sogra foi até a gerência e verificou as imagens. O gerente, por vez, ficou de má vontade tentando encobrir algo. Quando eu pedi para ver as câmeras ele se negou e disse que o ambiente era restrito. Largou uma desculpa de que as imagens das 13h só ficariam disponíveis 24h após. Quando sugeri que chamássemos a polícia, ele fez pouco caso. Registramos o BO com os policiais e combinamos de verificar as imagens na terça-feira.

Quando liguei para o gerente na terça, ele se negou a fornecer as imagens e disse que somente o faria por meio judicial. Pois bem, estamos movendo uma ação no tribunal de pequenas causas para tentar recuperar os itens roubados. Enfim, eles não tem respeito algum com os clientes e ainda por cima acobertam os crimes que ocorrem dentro do restaurante.",0,1,0,1,True,True
Bom lugar e o restaurante oferece  varias  opções  diferentes de sabores. So nao dou cinco estrelas pq pedi uma pizza de estrogonofe e erraram a mao no sal.,1,5,0,4,True,True
"Lugar aconchegante, MELHOR PIZZA DE SANTA FELICIDADE!!! Tudo que é servido lá é muito bom: pastéis, lanches, porções! Atendimento excelente, feito diretamente pela família proprietária!",1,1,9,5,True,True
Tradicional rodízio de pastéis. Sempre bem sequinhos nada gordurosos. São várias opções de sabores de pastéis salgados e doces. Equipe sempre simpática e atenciosa.,0,9,3,5,True,True
"Ótimo local para reunir os amigos e família, sempre que fui recebi ótimos atendimentos, os pastéis são saborosos a equipe atenciosa e mesmo com o local cheio o atendimento sempre foi rápido, recomendo!",0,11,0,5,True,True
"São muitas opções de recheio e vou confessar que pra mim coxinha é de frango e ponto - catupiry e cheio verde são bem vindos - o resto é heresia! 

Acho a massa das cozinhas grandes um pouco pesadas, mas mesmo assim acho bem gostosas. Porém, minha dica é pedir para levar as mini coxinhas! Eles fritam na hora (vendem no mínimo 25) e é uma boa pedida pra quando a casa tá cheia de amigos. São super crocantes! 

Um ponto que poderia melhorar é o ambiente, uma reforminha cairia super bem ao lugar!",29,21,0,3,True,True
Adoro a coalhada deles. Campeã no sabor em minha opinião. A sfiha é deliciosa e demais pratos que testei foram deliciosos. Recomendo.,32,3,4,5,True,True
"O Old West é meu restaurante preferido em Curitiba. Conta com atendimento incrível, drinks ótimos,muitas opções de cervejas.",10,4,8,5,True,True
"Atendimento excelente, ambiente fantástico, só achei que para um restaurante de comida mexicana faltou um pouquinho mais de 'tempero'. Mas, de um modo geral, achei tudo muito bom. 
Ah, outro detalhe, o restaurante é bem escondido. Tanto é que os dois motoristas de Uber que pegamos não conheciam o local.",1,2,3,5,True,True
Sensacional! A comida é uma delicia! É a melhor churrascaria de Curitiba!,0,1,0,5,False,True
"Adoro o Piola desde que fui a primeira vez em Campinas. A pizza de parma é otima, e tem uma opção de entrada com varias bruschettas que é muito bom!",8,2,0,5,True,True
"Uma das melhores pizzas da cidade. Lembra muito pizza italiana. Adoro a burrata como entrada. Os drinks também são ótimos! E o gnocchi é uma delícia! Se conseguir, peça uma sobremesa, a panna cotta é divina.",6,15,8,5,True,True
"Barato, gostoso, e bem rápido! Vale a pena para quem procura fazer um lanchinho rápido. O ambiente é bem simples.",0,1,0,3,False,True
Produto de qualidade lanche saboroso. Ambiente pequeno e gorduroso. Porém é uma opção para quem tem pouco dinheiro e precisa de velocidade no atendimento.,0,1,0,3,False,True
"Lanche rápido, prático, saboroso e de acordo com o seu pedido (se quiser colocar um risólis no meio do seu lanche o ""mister"" Djalma permite), bebida (não alcoólica) gelada e a boa companhia de seus colegas de UTF não têm preço. Minto, tem sim, porém, abaixo de qualquer um da região, sem perder em qualidade.",0,1,0,4,True,True
"Para quem procura um lanche com o melhor custo-benefício da região e rapidez no preparo, o Djalma Lanches é a pedida! O lanche fica pronto em poucos minutos, tem uma deliciosa maionese e o que acho muito interessante é que o Djalma não anota os pedidos e sabe exatamente o que cada um pediu.
Já conhecia o Djalma mas depois de um tempo ser ir lá, fiquei com vontade de experimentar o x-coxinha...",0,1,0,4,False,True
"Apesar de ser um ambiente pequeno, entrega o produto de uma forma eficiente e despretensiosa. O proprietário aposta no bom atendimento e na percepção da satisfação dos seus clientes. 
O segredo da longevidade da lanchonete se baseia em baixos custos, no sabor de seus lanches e na inventividade inusitada do X-Coxinha!",0,1,0,4,True,True
"Como ex-aluno do Cefet e agora aluno da UTFPR o famoso X-salada com ""aditivo de radiador Larajinha"" é uma tradição que não pode faltar na vida de qualquer estudante desta universidade. O atendimento gentil do proprietário, o tempo recorde de preparação, o sabor da famosa maionese e claro, o aroma de gordura que perfuma o ambiente são marcas registradas deste icone do fast food Curitibano.",0,1,0,4,True,True
"O local é muito bom, principalmente pelo preço(inclusive agora que aceita cartão), o atendimento é impressionantemente rápido para um lugar pequeno, o sabor do lanche é muito bom principalmente com a maionese.",0,1,0,4,True,True
"Muito bom, atendimento de primeira e fast food a preço acessível para estudantes.",0,1,0,4,False,True
"Lanche exelente, rápido atendimento, perfeito para comer antes, durante ou depois da aula. 
Lugar simples e aconchegante com uma comida imcoparável, recomendo!",0,1,0,4,True,True
"Muito bom 
Atendimento rápido, barato e de qualidade, com um ambiente bem simples, recomendo e voltarei.",0,1,0,4,False,True
"Acho difícil falar do Djalma já que frequento o local já há tanto tempo.

Acho que a melhor avaliação seria justamente essa, o tempo que se passa e a satisfação continua a mesma.",22,2,0,5,False,True
"Muito bom, serviço rápido e simples, vale a pena",0,1,0,5,True,True
"Pense em uma galeria cheirando a banha...aquela nuvem, uma muvuca de estudantes se aglomerando em frente a um balcão, onde um sr que atende pelo nome DEJALMA kkk, com toda pampa, te encara e fala:
- Quê?
ao que vc pode responder , por exemplo:
- Um x burguer e uma laranjinha agua da serra, por favor.
Imediatamente ele grita: Burguer!
Pronto! tá na tua mão! - E com a mão mesmo a "" chapeira "" vai virando o queijo... hehehe
Detalhe: Maionese caseira, tipo Jesus me chama, muito gostosa.
É o principal concorrente do Montesquieu, conhecido como Álvaro ou "" Bar do seu Zé"".
Gostoso e barato comer lá.",1,1,0,5,True,True
"O Djalma lanches para os alunos na UTFPR é um local comum para a confraternização, comilança e maionese.

O local conta com um sanduíche assinatura, o X-Coxinha. Isso mesmo, um X-Salada com uma coxinha cortada ao meio dentro. Uma simples quebra de paradigma e protocolo social que casa a venda de dois produtos tradicionais e aumenta o potencial de satisfação com um lanche só.

Além disso a simpatia do Sr. Djalma (ou o músico Dj Alma para os íntimos ) é aliado a um lanche entregue quente, rápido e barato faz a sua popularidade com os alunos representar 70% da sua receita frente às vendas a clientes esporádicos.

Vale conferir essa opção de lanche 'podrão', cada dia mais gourmet.",0,1,1,5,True,True
Ótimo custo benefício. Lanche muito bom e feito muito rápido. Ambiente um pouco apertado e abafado.,0,1,0,5,False,True
"Parou no tempo! Conheço o Djalma a mais de 10 anos e o local é parada certa sempre. Basta entrar para ser recepcionado com um largo sorriso e após o pedido, seu lanche lhe é entregue em poucos minutos acompanhado da ótima maionese.  Excelente custo/beneficio! Quem nunca foi DEVE degustar um lanche do Djalma antes de morrer.",0,1,0,5,False,True
"Se você ta com aquela fome, e ta pensando em algo mais diferenciado do que o cotidiano arroz com feijão pro almoço, ou pra qualquer momento do dia que bateu aquela larica de um podrão bom e bem barato, o Djalma é o lugar!
Localizado na Av Sete de Setembro, em frente à UTFPR, dentro de uma galeria chamada Shopping Center 7, o pequeno cubiculo ja serviu gerações de estudantes do antigo tecnico, universitários e até mesmo um pessoal de pós graduação, com opções de combos de x-burger, x-salada e algumas iguarias como o x-coxinha. um lanche que literalmente leva uma coxinha como recheio.
A propaganda é feita totalmente pelo boca a boca, numa confiança (muito bem provada pelos anos de tradição e fama) do dono da lanchonete (o próprio Djalma) em dizer que apenas essa forma de marketing é o suficiente pra trazer novos clientes, que são ""fisgados"" logo na primeira vez que experimentam o lanche.
Essa comunicação vem se extendendo nesses ultimos anos para fora da UTFPR, se dirigindo para outras instituições de ensino próximas, angariando cada vez mais fãs do melhor e mais barato lanche da região central de Curitiba.
Aluno da UTFPR, mesmo que você não seja fã de lanches ou refrigerante, comer pelo menos uma vez no Djalma é um rito de passagem, uma tradição da qual, tenho certeza, você não vai se arrepender.",0,1,0,5,False,True
"O Djalma Lanches é uma excelente opção para quer um lanche bom, rabido e barato.
Eles possuem um ótimo atendimento, sempre bem educados e simpáticos, os lanches tem saborosos e e baratos uma ótima opção para estudantes comerem antes das aulas, sendo que seu pedido fica pronto em poucos minutos após o pedido.
Recomento a todos.",0,1,0,5,False,True
"Conheci o Djalma 10 anos atrás, na época de estágio, pouca grana, o lanche do Djalma parecia um néctar dos deuses.

O lanche com a mesma qualidade, a simpatia e o preço baixo também! 

O lanche é sinônimo de agilidade, não demora nem 5 minutos e você já se encontra servido.

A maionese é digna de um parágrafo a parte, receita secreta do seu Djalma e digo que só por este maravilhoso item já vale a visita.

Atenção o preço é baixo porém só a forma de pagamento a vista em espécie é aceita.",0,3,0,5,True,True
"Rapidez na entrega e preço justo, recomendo!",0,1,0,5,False,True
"Atendimento e lanches muito bons por um preço bastante justo.
Djalma sempre atencioso com os clientes.
Melhor custo beneficio da região e tem seu ponto forte para quem deseja um lanche que fique pronto muito rápido e ao mesmo tempo com um gosto muito bom.
Recomendo a todos que estiverem passando por perto da UTFPR.",0,1,0,5,False,True
"Ótimo lanche, condimentos em bom estado de refrigeração e atendimento personalizado e pessoal. Perfeito para alunos que desejam comer um sanduíche bom e com rapidez. Pra se forma na UTFPR é pré-requisito ter comido um sanduíche.",0,1,0,5,False,True
"Uma refeição tipicamente do jeito brasileiro, dando um jeitinho para matar a fome e se divertir. A simplicidade do lugar e o carisma do Djalma com certeza garante a fidelidade dos alunos da UTFPR. Recomendo",0,1,0,5,False,True
"Sempre é bom saborear um bom lanche , Djalma continua atencioso e orgonizado...
minha experiência com o Djalma foi a mesma de sempre atencioso rapido e pratico... nem vouu falar da maionese pq é a melhor sem duvida nenhuma kkkk...
Mas um coisa me chamou atenção , o Djalma fez algo que poucos donos de lanchonete fazem ,eu vi a professora que estava em mãos o lanche pedindo o seu refrigerante e o Djalma foi pegar ele... então ele logo percebeu que ela teria dificuldades em abrir ,logo em abriu o refrigerante e entregou... foi um ação simples ... isso so mostrou que para o Djalma o cliente é em primeiro lugar e não simplismente o lucroo....",0,1,0,5,True,True
"O Djalma Lanches tem diversos combos baratos e saborosos (lanche + refrigerante - ou chá) e o atendimento é rápido.

Recentemente aceita carão de débito o que certamente aumentou a movimentação no local.

Recomento a todos o Djalma Lanches.",0,1,0,5,False,True
"Comia lá direto qdo estudava na UTFPR, agora volto lá sempre que posso... É o quão maravilhoso é!

Os lanches são deliciosos e o Djalma e sua equipe sempre muito atenciosos e bem humorados. Melhor spot de Curitiba",66,4,0,5,True,True
"A experiência com o ciclo de trabalho foi excelente. Local muito aconchegante, atendimento ótimo, visão da preparação dos lanches, preço justo e a principal qualidade, na minha opinião, é a rapidez da preparação, sendo que estávamos em dez pessoas e mesmo assim foi muito rápido o preparo.",0,1,0,5,True,True
"Excelente atendimento e rapidez na entrega do lanche. O melhor custo benefício da região. Estabelecimento com várias opções de lanche, inclusive vegetariano não fica de fora, pois o Djalma pensou e criou esta opção, mas a estrela é o famoso X-COXINHA patrimônio de Curitiba e exclusividade do Djalma.  Hambúrguer e maionese próprios da lanchonete, produzidos sob medida e aprimorado com a experiência de anos. Lanchonete localizada dentro da galeria, promove segurança e em dia frio protege da baixa temperatura, que geralmente faz em Curitiba. Ambiente familiar e acolhedor, fui e não me arrependi, recomendo a todo público.",0,1,0,5,True,True
"Conheci a lanchonete graças a UTFPR, e como qualquer aluno vindo do interior do estado, gostei do ambiente artesanal, forma de atendimento e das opções disponíveis. Recomendarei sim para os outros alunos.",0,1,0,5,False,True
"Conheci o Djalma quando ingressei na UTFPR. Logo na recepção da universidade já fiquei sabendo da fama dele entre os estudantes. O Djalma agrega um lanche delicioso com preço baixo e agilidade no preparo, quesitos que fazem dele uma unanimidade entre os estudantes da UTFPR. O ambiente é aconchegante e simples, está sempre repleto de estudantes e trabalhadores da região e não importa quantas pessoas estejam na fila, o lanche irá sair no máximo em 3 minutos. Pra quem não tem nem 3 minutos, os salgados que ele oferece são sensacionais. Recomendo muito.",0,1,0,5,True,True
É o melhor pra comer bem e barato nos arredores da UTFPR. Você pode fazer pedidos personalizados (e é super comum) e tem até uma opção vegetariana. Super recomendo.,0,2,0,5,True,True
"Já conhecia o Djalma devido as convivências da UTFPR, no entanto, tive a oportunidade de experimentar o lanche dele no modelo vegetariano, achei essa adesão dele aos novos costumes sensacional, amplia seu público e ainda mantem a fidelidade aos que já vinham.
A qualidade tanto de atendimento quanto do alimento é muito boa, relação custo x benefício é inigualável.",0,2,0,5,False,True
"ótima comida (a maionese, principalmente), atendimento muito bom e rápido. Voltaria de novo com certeza!",0,1,0,5,False,True
"Ótimo custo benefício!!! Tradicional entre os estudantes do CEFET, carimbado com a simpatia do Djalma!!",0,1,0,4,False,True
"Pelo preço é um lanche que vale a pena, peca no espaço pequeno mas tem um ótimo custo-benefício, principalmente para universitários. O Djalma é simpático e com certeza isso ajuda a manter a sua fiel clientela.",0,1,0,4,False,True
"Muito bom, me surpreendi com os preços e qualidade, fazendo com que seja uma ótima escolha no quesito custo/beneficio (um hambúrguer + refri =6,40) e com um excelente atendimento. Talvez a unica desvantagem seja o ambiente, que, por ser dentro de uma galeria, faz com que o espaço seja pequeno e um pouco apertado.",0,1,0,4,False,True
"Melhor lanche do mundo , moro em Pinhais saio daqui pra ir aí ao centro comer um X , sem contar na rapidez que o lanche fica pronto , e essa maionese então  huuun",0,1,0,5,True,True
"ta com fome, nao tem erro, velho conceito do bbb, bom bonito e barato. estao de parabéns!",0,3,0,5,True,True
"Já conhecia o local em outras oportunidades. O local é um pouco ""escondido"" para quem não conhece, e é bem pequeno. O atendimento é excelente. O preço é bem acessível para todos os públicos, e o lanche é bem agradável e justo pelo valor cobrado. Ótima experiência.",0,1,0,5,True,True
"Já conhecia o Djalma Lanches por indicação de outros colegas de turma da UTFPR, na última sexta-feira como proposta de aula da matéria Gestão de Serviço fizemos uma aula de campo na lanchonete. Fomos a pé, durante o trajeto foi possível observar alguns pedintes e uma preocupação para não ser assaltado, como também um cuidado com os carros. Foi uma experiência muito agradável, fomos com uma turma grande, no total de 17 pessoas, mesmo assim fui muito bem recepcionada pelo proprietário e rapidamente atendida, em menos de 5 minutos o meu lanche estava pronto. Apesar do pequeno espaço e do cheiro de gordura se você optar por comer dentro do estabelecimento, existe o espaço da galeria que é possível comer em frente ao Djalma, que foi o lugar que optei para lanchar.",0,1,0,5,True,True
"Conheci o Djalma no primeiro semestre estudando na faculdade em frente, a indicação veio de veteranos, dizem que é um rito de passagem comer no Djalma. 
A qualidade do produto é excelente considerando a proposta, um lanche rápido de qualidade e tamanho satisfatório. Os ingredientes tem sempre o mesmo nível, nunca tive impressões diferentes em dias diferentes. O diferencial em termo de produto é a maionese da casa, uma das melhores que já experimentei. O atendimento é simples e eficiente, ele pega o pedido na hora, o lanche é preparado, te entrega e é feita a cobrança quando o cliente quiser, não há tempo perdido com comandas ou fichas como em restaurantes grandes e não é algo apressado e mecânico como em redes de fast food, um equilíbrio ideal para o público do estabelecimento.

De longe a melhor opção na região para quem quer uma refeição rápida com qualidade",0,1,0,5,False,True
